cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
44.13,40.17,427.7,269.96,GCP,eu-west-1,t3.large,2,8,0.0928,265.09,496.24,7.6287,42.15,no_action
78.55,80.44,950.35,749.3,GCP,us-east-1,t3.medium,2,4,0.0464,327.32,1245.65,11.8022,79.49,scale_up
19.02,3.79,67.62,16.26,Azure,us-west-2,c5.2xlarge,8,16,0.34,344.73,148.59,43.0915,11.41,scale_down
76.93,80.21,1366.39,429.32,AWS,ap-south-1,t3.micro,2,1,0.0116,183.39,146.33,6.3766,78.57,scale_up
26.14,22.98,78.84,33.25,GCP,ap-south-1,c5.2xlarge,8,16,0.34,133.84,1815.32,164.3072,24.56,no_action
50.72,64.58,318.66,145.1,Azure,us-west-2,t3.large,2,8,0.0928,488.52,230.33,28.2866,57.65,no_action
3.82,21.23,97.28,41.3,GCP,us-west-2,t3.micro,2,1,0.0116,351.16,1680.53,8.2002,12.53,no_action
8.45,26.18,11.26,35.18,Azure,ap-south-1,t3.micro,2,1,0.0116,272.65,202.1,2.0291,17.31,no_action
43.38,42.0,397.28,62.04,AWS,us-west-2,t3.micro,2,1,0.0116,451.93,1706.01,5.5814,42.69,no_action
80.99,93.84,534.67,649.68,Azure,eu-west-1,t3.micro,2,1,0.0116,497.74,1712.84,4.3607,87.41,scale_up
63.19,51.01,113.06,267.14,AWS,eu-west-1,c5.2xlarge,8,16,0.34,37.02,1912.09,6.4862,57.1,no_action
36.19,43.63,165.93,92.65,GCP,ap-south-1,m5.xlarge,4,16,0.192,474.31,896.04,109.0846,39.91,no_action
80.85,93.6,1470.77,457.61,Azure,eu-west-1,t3.large,2,8,0.0928,139.43,951.07,65.7378,87.23,scale_up
90.1,97.22,738.86,581.79,GCP,us-east-1,t3.micro,2,1,0.0116,227.98,951.21,5.2037,93.66,scale_up
87.91,70.17,507.66,431.44,AWS,ap-south-1,t3.large,2,8,0.0928,23.18,224.97,22.7027,79.04,scale_up
84.92,71.33,777.82,790.01,AWS,us-east-1,c5.2xlarge,8,16,0.34,145.86,1638.23,130.2948,78.13,scale_up
14.81,21.07,99.28,6.57,Azure,eu-west-1,t3.large,2,8,0.0928,140.99,795.21,28.2385,17.94,no_action
91.87,78.9,1218.43,872.42,AWS,us-east-1,m5.xlarge,4,16,0.192,362.09,1727.13,0.4824,85.38,scale_up
96.79,77.7,1165.29,780.21,Azure,eu-west-1,c5.2xlarge,8,16,0.34,333.02,193.65,146.1168,87.25,scale_up
44.45,59.99,265.07,211.52,AWS,us-east-1,m5.xlarge,4,16,0.192,324.99,1777.2,82.8403,52.22,no_action
78.86,75.16,1137.88,744.59,Azure,us-west-2,t3.medium,2,4,0.0464,267.35,1659.75,33.1165,77.01,no_action
43.28,49.44,330.88,60.93,AWS,us-east-1,t3.medium,2,4,0.0464,65.89,1121.7,11.495,46.36,no_action
68.33,46.16,131.05,185.63,GCP,ap-south-1,t3.micro,2,1,0.0116,431.56,1184.67,1.8989,57.24,no_action
64.17,33.95,455.86,53.08,Azure,ap-south-1,t3.large,2,8,0.0928,188.18,64.57,26.3133,49.06,no_action
97.25,80.38,654.46,315.27,AWS,eu-west-1,t3.medium,2,4,0.0464,324.68,1277.44,11.4095,88.81,scale_up
60.47,54.23,245.84,104.47,GCP,eu-west-1,t3.large,2,8,0.0928,494.08,913.46,46.0167,57.35,no_action
99.44,85.96,635.79,359.58,GCP,us-east-1,c5.2xlarge,8,16,0.34,108.39,1852.02,101.5832,92.7,scale_up
13.76,8.68,90.01,5.81,GCP,us-west-2,t3.large,2,8,0.0928,478.18,634.79,59.3699,11.22,scale_down
33.97,54.28,160.63,57.73,GCP,ap-south-1,m5.xlarge,4,16,0.192,485.52,1549.34,135.4941,44.12,no_action
64.29,63.35,276.18,125.58,AWS,us-east-1,t3.micro,2,1,0.0116,133.37,397.3,0.4924,63.82,no_action
16.34,4.96,58.3,49.99,AWS,ap-south-1,m5.xlarge,4,16,0.192,79.51,1635.35,28.8106,10.65,scale_down
18.7,17.08,62.07,10.07,AWS,eu-west-1,c5.2xlarge,8,16,0.34,200.59,88.52,116.592,17.89,scale_down
89.83,87.97,853.46,575.08,GCP,eu-west-1,m5.xlarge,4,16,0.192,23.8,1494.26,76.0249,88.9,scale_up
96.93,98.32,648.8,577.61,AWS,ap-south-1,c5.2xlarge,8,16,0.34,490.59,971.98,211.4428,97.62,scale_up
94.04,81.6,1011.28,595.4,GCP,eu-west-1,t3.medium,2,4,0.0464,290.75,1732.5,32.7654,87.82,scale_up
17.21,28.68,20.05,5.46,Azure,eu-west-1,t3.medium,2,4,0.0464,427.71,883.91,28.3026,22.94,no_action
75.77,99.15,720.75,740.42,Azure,us-west-2,t3.large,2,8,0.0928,382.49,1859.22,2.1312,87.46,scale_up
82.48,80.76,1304.44,467.26,GCP,us-west-2,t3.large,2,8,0.0928,109.3,1915.32,0.6842,81.62,scale_up
2.69,0.07,4.42,17.09,GCP,ap-south-1,t3.large,2,8,0.0928,318.29,147.37,0.4708,1.38,scale_down
21.0,3.13,39.91,36.16,AWS,eu-west-1,c5.2xlarge,8,16,0.34,143.77,1377.94,6.3289,12.07,no_action
95.21,98.43,572.32,873.07,Azure,ap-south-1,t3.large,2,8,0.0928,263.68,606.14,5.2213,96.82,scale_up
1.51,2.19,40.29,14.76,GCP,ap-south-1,t3.medium,2,4,0.0464,120.03,569.2,26.8519,1.85,scale_down
67.9,51.96,187.71,58.42,GCP,us-east-1,t3.large,2,8,0.0928,111.24,838.08,50.7765,59.93,no_action
13.62,24.64,55.47,31.85,Azure,eu-west-1,t3.micro,2,1,0.0116,265.51,931.71,1.9687,19.13,no_action
35.4,66.67,388.26,150.36,Azure,us-west-2,c5.2xlarge,8,16,0.34,83.52,1765.16,201.7208,51.03,no_action
34.62,37.56,413.21,228.76,AWS,ap-south-1,t3.large,2,8,0.0928,298.78,1792.5,39.0102,36.09,no_action
2.48,27.93,82.67,6.5,GCP,us-east-1,t3.micro,2,1,0.0116,284.67,1734.43,4.7807,15.2,no_action
70.95,45.09,485.63,72.32,Azure,eu-west-1,t3.medium,2,4,0.0464,345.07,992.69,12.979,58.02,no_action
36.26,40.17,450.2,95.7,AWS,ap-south-1,t3.large,2,8,0.0928,142.83,267.91,45.2049,38.21,no_action
94.55,89.32,548.19,516.03,GCP,us-east-1,t3.micro,2,1,0.0116,478.62,1005.8,3.6207,91.94,scale_up
32.36,60.7,266.6,255.54,GCP,eu-west-1,t3.medium,2,4,0.0464,425.92,431.87,21.9768,46.53,no_action
65.83,60.16,114.38,148.68,GCP,ap-south-1,t3.large,2,8,0.0928,465.75,260.19,49.2742,63.0,no_action
5.98,26.71,28.74,18.39,AWS,ap-south-1,m5.xlarge,4,16,0.192,33.76,231.91,71.4057,16.34,no_action
40.88,66.44,435.31,227.35,Azure,us-east-1,m5.xlarge,4,16,0.192,474.68,72.53,101.823,53.66,no_action
86.6,98.9,1019.03,706.53,GCP,ap-south-1,t3.micro,2,1,0.0116,159.37,1550.24,6.4581,92.75,scale_up
75.42,93.1,1307.16,372.12,GCP,ap-south-1,m5.xlarge,4,16,0.192,136.46,44.93,40.6827,84.26,scale_up
91.05,87.12,1068.09,697.8,Azure,us-west-2,t3.micro,2,1,0.0116,276.45,1759.72,5.6462,89.08,scale_up
13.74,11.94,30.29,3.28,AWS,eu-west-1,t3.large,2,8,0.0928,117.98,500.74,32.392,12.84,scale_down
98.94,98.28,1285.19,894.8,Azure,ap-south-1,m5.xlarge,4,16,0.192,274.52,1925.91,10.6291,98.61,scale_up
18.59,26.88,84.72,15.76,AWS,eu-west-1,t3.micro,2,1,0.0116,141.74,1963.49,4.4092,22.74,no_action
41.7,43.81,466.99,122.63,Azure,eu-west-1,m5.xlarge,4,16,0.192,237.64,1781.38,97.8915,42.75,no_action
14.92,6.91,4.46,20.78,GCP,us-east-1,t3.medium,2,4,0.0464,154.45,1524.57,11.8653,10.91,scale_down
81.87,94.21,959.66,627.95,AWS,us-west-2,t3.medium,2,4,0.0464,219.24,97.36,5.5761,88.04,scale_up
36.16,69.8,310.89,147.96,AWS,eu-west-1,c5.2xlarge,8,16,0.34,331.26,226.7,155.9482,52.98,no_action
39.86,48.36,467.75,94.02,Azure,us-west-2,m5.xlarge,4,16,0.192,110.91,35.93,2.1509,44.11,no_action
28.31,28.8,52.15,48.87,Azure,us-east-1,m5.xlarge,4,16,0.192,379.87,331.73,66.0271,28.56,no_action
60.0,36.51,326.03,242.91,Azure,us-west-2,m5.xlarge,4,16,0.192,251.95,34.09,1.4397,48.25,no_action
39.99,42.87,439.22,232.22,GCP,eu-west-1,c5.2xlarge,8,16,0.34,52.22,863.12,7.4708,41.43,no_action
82.22,81.94,1419.53,895.95,AWS,us-east-1,t3.large,2,8,0.0928,27.23,1524.41,24.8954,82.08,scale_up
28.53,17.31,35.71,39.38,AWS,us-west-2,m5.xlarge,4,16,0.192,129.25,1132.51,49.693,22.92,no_action
26.32,29.23,2.75,41.99,AWS,us-west-2,m5.xlarge,4,16,0.192,377.13,465.1,132.2101,27.78,no_action
17.45,13.1,58.01,25.83,AWS,us-east-1,t3.medium,2,4,0.0464,380.59,572.17,11.8247,15.27,scale_down
24.69,26.67,54.45,10.22,AWS,us-east-1,t3.medium,2,4,0.0464,131.38,598.43,19.8566,25.68,no_action
43.29,65.18,284.0,73.76,GCP,us-east-1,m5.xlarge,4,16,0.192,414.24,104.81,100.5183,54.23,no_action
96.9,86.17,782.47,555.14,GCP,ap-south-1,c5.2xlarge,8,16,0.34,23.6,264.45,187.4856,91.53,scale_up
84.05,91.69,700.56,422.15,AWS,us-east-1,t3.micro,2,1,0.0116,9.99,880.59,7.374,87.87,scale_up
63.39,63.94,269.05,125.73,GCP,eu-west-1,m5.xlarge,4,16,0.192,166.02,1428.12,112.9468,63.66,no_action
24.2,29.55,75.42,19.66,GCP,ap-south-1,t3.micro,2,1,0.0116,297.37,1325.42,0.666,26.87,no_action
94.52,87.51,1452.22,325.45,GCP,ap-south-1,t3.medium,2,4,0.0464,136.34,1207.09,9.9401,91.01,scale_up
65.13,58.34,168.84,293.1,Azure,us-east-1,t3.micro,2,1,0.0116,227.16,326.46,1.5145,61.74,no_action
78.13,95.51,844.6,318.51,GCP,us-east-1,t3.large,2,8,0.0928,30.69,292.92,14.3311,86.82,scale_up
94.12,90.13,935.32,629.59,AWS,eu-west-1,m5.xlarge,4,16,0.192,159.43,970.18,70.1371,92.12,scale_up
95.97,70.34,1203.7,882.15,GCP,us-east-1,m5.xlarge,4,16,0.192,221.64,477.6,97.498,83.16,scale_up
54.33,47.18,223.53,170.57,GCP,us-east-1,t3.large,2,8,0.0928,63.65,1923.41,47.7606,50.76,no_action
4.72,9.29,29.0,43.57,Azure,eu-west-1,t3.large,2,8,0.0928,337.99,1595.4,16.8048,7.01,scale_down
18.84,7.43,16.28,9.35,GCP,ap-south-1,t3.large,2,8,0.0928,14.8,787.46,12.8655,13.13,scale_down
62.97,46.18,127.34,245.94,AWS,us-west-2,m5.xlarge,4,16,0.192,146.45,871.21,94.8162,54.58,no_action
84.54,99.46,1284.86,740.09,Azure,us-west-2,c5.2xlarge,8,16,0.34,62.51,1564.18,192.3068,92.0,scale_up
85.8,99.41,567.5,611.22,AWS,ap-south-1,c5.2xlarge,8,16,0.34,93.79,1941.65,28.0382,92.61,scale_up
12.68,10.4,39.76,13.21,AWS,us-west-2,t3.micro,2,1,0.0116,106.64,971.25,2.2513,11.54,scale_down
18.11,2.31,7.56,47.57,GCP,us-west-2,m5.xlarge,4,16,0.192,152.16,193.21,82.8889,10.21,scale_down
58.87,58.15,249.3,190.91,Azure,eu-west-1,m5.xlarge,4,16,0.192,228.09,1347.39,80.7509,58.51,no_action
79.35,73.51,949.08,667.35,Azure,ap-south-1,t3.large,2,8,0.0928,110.48,1878.72,0.5387,76.43,no_action
48.37,30.62,333.17,113.28,GCP,us-west-2,m5.xlarge,4,16,0.192,227.88,1915.59,55.278,39.49,no_action
6.44,19.95,49.8,37.14,GCP,us-west-2,c5.2xlarge,8,16,0.34,166.89,1781.21,20.9483,13.19,scale_down
15.38,13.15,99.63,11.46,Azure,eu-west-1,t3.micro,2,1,0.0116,275.7,1344.64,5.8571,14.27,scale_down
1.5,27.35,2.95,17.8,Azure,us-east-1,c5.2xlarge,8,16,0.34,12.83,163.52,223.0842,14.42,no_action
18.2,20.19,8.11,47.57,AWS,us-west-2,t3.large,2,8,0.0928,420.05,1612.13,55.0049,19.19,no_action
11.92,15.41,25.34,49.38,Azure,us-east-1,t3.large,2,8,0.0928,149.29,1543.78,28.6167,13.67,scale_down
42.1,44.74,458.14,216.62,GCP,eu-west-1,c5.2xlarge,8,16,0.34,394.76,914.15,154.4102,43.42,no_action
14.98,16.05,14.44,39.2,Azure,ap-south-1,t3.large,2,8,0.0928,212.6,1005.16,52.477,15.52,scale_down
52.62,32.25,296.44,281.78,AWS,us-east-1,t3.medium,2,4,0.0464,57.17,1531.24,13.7137,42.43,no_action
3.36,15.49,78.65,47.13,AWS,us-east-1,t3.medium,2,4,0.0464,374.65,1443.93,27.6194,9.42,scale_down
82.75,77.5,1015.01,621.33,Azure,ap-south-1,t3.large,2,8,0.0928,181.66,714.04,55.3767,80.12,scale_up
95.23,93.59,1132.22,524.11,AWS,eu-west-1,t3.micro,2,1,0.0116,139.39,471.25,2.6689,94.41,scale_up
52.64,37.75,443.53,219.24,AWS,us-west-2,c5.2xlarge,8,16,0.34,419.76,1718.94,183.2831,45.2,no_action
86.48,82.33,1221.93,530.88,Azure,us-west-2,t3.micro,2,1,0.0116,247.24,864.92,6.1887,84.41,scale_up
15.45,4.84,8.36,0.96,GCP,us-east-1,c5.2xlarge,8,16,0.34,87.05,1782.8,59.3861,10.14,scale_down
35.33,38.48,224.4,91.73,Azure,ap-south-1,t3.medium,2,4,0.0464,125.65,542.53,11.245,36.9,no_action
63.92,64.86,371.59,152.97,Azure,us-east-1,m5.xlarge,4,16,0.192,378.03,415.3,45.4099,64.39,no_action
53.96,34.62,342.26,79.3,GCP,us-east-1,c5.2xlarge,8,16,0.34,171.92,294.26,169.5243,44.29,no_action
6.13,15.23,41.93,0.91,AWS,us-west-2,c5.2xlarge,8,16,0.34,397.42,147.4,116.2764,10.68,scale_down
41.4,30.4,389.38,183.91,AWS,eu-west-1,c5.2xlarge,8,16,0.34,418.88,1644.56,206.4995,35.9,no_action
13.54,5.5,85.5,44.13,Azure,us-west-2,t3.large,2,8,0.0928,235.82,160.64,25.9698,9.52,scale_down
76.67,96.32,889.4,625.06,Azure,ap-south-1,t3.medium,2,4,0.0464,484.19,142.46,21.6753,86.5,scale_up
74.51,39.26,477.02,60.71,GCP,us-west-2,c5.2xlarge,8,16,0.34,225.96,149.31,178.6087,56.89,no_action
46.63,31.81,239.98,282.32,Azure,us-west-2,t3.large,2,8,0.0928,192.72,1664.42,56.2955,39.22,no_action
77.59,71.46,1081.02,555.64,Azure,ap-south-1,t3.micro,2,1,0.0116,276.28,1046.94,2.9324,74.53,no_action
57.92,59.69,167.95,98.74,AWS,eu-west-1,t3.medium,2,4,0.0464,445.75,1502.46,30.3464,58.81,no_action
25.58,16.25,75.83,15.35,AWS,ap-south-1,t3.large,2,8,0.0928,210.41,1428.43,25.8621,20.91,no_action
68.77,64.75,389.74,236.44,AWS,ap-south-1,t3.large,2,8,0.0928,281.17,1173.49,9.0104,66.76,no_action
65.83,40.88,376.94,116.02,GCP,eu-west-1,t3.large,2,8,0.0928,469.84,1276.38,21.7453,53.35,no_action
91.37,94.71,563.14,766.07,AWS,us-west-2,c5.2xlarge,8,16,0.34,411.72,928.43,240.7189,93.04,scale_up
4.52,6.52,46.4,13.2,GCP,us-east-1,m5.xlarge,4,16,0.192,210.54,1778.04,113.9887,5.52,scale_down
12.87,6.03,51.42,36.81,GCP,us-west-2,m5.xlarge,4,16,0.192,221.03,1336.88,13.2137,9.45,scale_down
29.02,24.8,90.31,46.68,AWS,us-west-2,t3.large,2,8,0.0928,401.67,1351.78,0.4744,26.91,no_action
85.28,73.9,522.43,516.26,Azure,eu-west-1,t3.large,2,8,0.0928,392.95,1136.7,20.9623,79.59,scale_up
94.11,88.71,1262.3,323.36,Azure,us-west-2,c5.2xlarge,8,16,0.34,419.37,1242.86,138.0676,91.41,scale_up
56.14,69.63,402.69,160.57,AWS,us-east-1,c5.2xlarge,8,16,0.34,355.16,784.57,56.2909,62.88,no_action
46.72,54.74,353.23,167.32,Azure,ap-south-1,t3.large,2,8,0.0928,224.31,993.35,57.5445,50.73,no_action
72.71,63.31,244.97,265.91,GCP,us-east-1,t3.medium,2,4,0.0464,59.48,1850.84,21.119,68.01,no_action
2.09,16.64,74.78,40.51,Azure,eu-west-1,t3.micro,2,1,0.0116,209.84,416.29,0.3648,9.37,scale_down
5.09,0.57,77.91,30.48,Azure,us-east-1,t3.medium,2,4,0.0464,351.32,1677.93,26.8295,2.83,scale_down
17.53,25.01,64.26,3.93,GCP,us-west-2,t3.large,2,8,0.0928,371.58,198.87,39.7319,21.27,no_action
97.89,88.49,746.29,714.41,AWS,ap-south-1,m5.xlarge,4,16,0.192,300.4,1008.14,134.9527,93.19,scale_up
95.07,99.92,530.03,838.42,AWS,eu-west-1,t3.large,2,8,0.0928,313.2,1947.03,31.1197,97.49,scale_up
33.02,69.01,426.79,263.14,GCP,us-west-2,c5.2xlarge,8,16,0.34,469.29,179.36,94.6032,51.01,no_action
86.87,71.66,1442.38,344.89,Azure,ap-south-1,t3.medium,2,4,0.0464,222.04,1064.46,32.9177,79.27,scale_up
90.76,76.59,520.52,795.97,Azure,ap-south-1,t3.micro,2,1,0.0116,185.97,713.86,2.5344,83.68,scale_up
4.41,10.28,86.47,7.75,AWS,us-west-2,m5.xlarge,4,16,0.192,45.95,974.23,41.9404,7.34,scale_down
86.96,93.42,803.62,487.01,GCP,ap-south-1,m5.xlarge,4,16,0.192,6.55,356.74,121.04,90.19,scale_up
67.01,32.28,267.44,164.61,Azure,eu-west-1,t3.micro,2,1,0.0116,363.88,1152.83,5.5764,49.64,no_action
54.21,63.6,495.78,272.38,Azure,us-west-2,t3.micro,2,1,0.0116,188.88,398.38,4.0933,58.91,no_action
67.72,44.46,443.92,151.7,Azure,ap-south-1,t3.micro,2,1,0.0116,167.48,913.44,6.3707,56.09,no_action
15.3,22.09,51.29,43.48,AWS,us-east-1,c5.2xlarge,8,16,0.34,204.37,1940.77,228.2556,18.7,no_action
96.37,74.96,1354.26,594.46,Azure,us-west-2,c5.2xlarge,8,16,0.34,206.25,1807.35,147.9574,85.66,scale_up
98.47,96.82,837.48,737.68,GCP,us-west-2,t3.micro,2,1,0.0116,288.75,681.92,8.2563,97.65,scale_up
53.49,53.56,400.67,205.87,Azure,us-west-2,t3.micro,2,1,0.0116,302.14,116.49,3.152,53.52,no_action
45.8,33.75,294.45,280.18,GCP,ap-south-1,t3.micro,2,1,0.0116,24.83,590.01,1.7426,39.78,no_action
30.29,60.9,381.0,203.81,Azure,eu-west-1,t3.medium,2,4,0.0464,381.41,1030.72,23.5357,45.6,no_action
14.27,20.23,76.29,2.27,GCP,us-east-1,c5.2xlarge,8,16,0.34,325.07,461.21,164.1362,17.25,no_action
32.26,31.4,320.46,159.54,GCP,ap-south-1,m5.xlarge,4,16,0.192,420.39,329.75,3.6393,31.83,no_action
93.11,73.35,1108.32,468.63,AWS,ap-south-1,t3.medium,2,4,0.0464,90.88,765.71,26.7839,83.23,scale_up
94.32,77.11,1177.39,639.47,Azure,eu-west-1,t3.large,2,8,0.0928,464.93,780.77,4.5076,85.71,scale_up
33.94,41.31,267.43,123.13,AWS,ap-south-1,c5.2xlarge,8,16,0.34,169.44,594.61,10.4849,37.63,no_action
38.65,41.83,347.85,199.91,Azure,us-east-1,m5.xlarge,4,16,0.192,255.63,707.32,126.2203,40.24,no_action
92.9,91.19,1122.69,894.07,GCP,us-east-1,m5.xlarge,4,16,0.192,159.38,686.54,11.0894,92.04,scale_up
67.56,67.42,174.29,143.13,AWS,us-west-2,t3.large,2,8,0.0928,464.67,133.0,6.2554,67.49,no_action
50.2,66.53,175.76,51.26,Azure,ap-south-1,m5.xlarge,4,16,0.192,34.75,1810.49,89.5804,58.36,no_action
77.87,98.25,1284.21,577.43,Azure,eu-west-1,t3.medium,2,4,0.0464,433.16,506.42,23.9707,88.06,scale_up
61.1,40.87,176.24,96.16,Azure,ap-south-1,t3.medium,2,4,0.0464,174.34,865.62,27.7682,50.98,no_action
42.96,49.71,219.98,199.02,GCP,us-east-1,c5.2xlarge,8,16,0.34,219.75,337.17,28.8399,46.34,no_action
80.45,70.46,1081.42,363.51,GCP,us-east-1,c5.2xlarge,8,16,0.34,437.14,1051.05,171.3862,75.45,scale_up
2.48,7.62,78.0,4.94,GCP,us-east-1,t3.medium,2,4,0.0464,42.45,729.47,3.1213,5.05,scale_down
23.51,20.99,61.69,43.17,AWS,us-east-1,c5.2xlarge,8,16,0.34,115.42,1747.49,193.3393,22.25,no_action
65.71,31.27,412.82,110.02,AWS,us-west-2,c5.2xlarge,8,16,0.34,76.43,240.25,7.0015,48.49,no_action
90.35,77.59,1077.63,515.53,Azure,us-west-2,t3.micro,2,1,0.0116,412.66,1643.19,3.9929,83.97,scale_up
88.93,74.68,1334.59,515.0,GCP,eu-west-1,c5.2xlarge,8,16,0.34,456.88,1135.72,44.9961,81.81,scale_up
23.45,8.27,20.42,0.84,Azure,us-west-2,c5.2xlarge,8,16,0.34,341.2,162.37,103.1993,15.86,no_action
48.35,36.45,362.56,292.79,GCP,eu-west-1,t3.medium,2,4,0.0464,283.28,1432.36,2.33,42.4,no_action
72.23,56.47,130.72,138.67,Azure,eu-west-1,m5.xlarge,4,16,0.192,277.58,812.38,115.2749,64.35,no_action
28.87,13.32,75.0,26.58,AWS,us-east-1,c5.2xlarge,8,16,0.34,271.2,563.42,53.3771,21.1,no_action
1.26,12.58,16.82,43.97,Azure,ap-south-1,m5.xlarge,4,16,0.192,280.74,470.45,69.5511,6.92,scale_down
67.64,32.01,285.85,144.9,Azure,us-east-1,t3.large,2,8,0.0928,161.71,578.54,6.1896,49.83,no_action
11.95,13.32,89.36,32.9,GCP,us-east-1,t3.medium,2,4,0.0464,8.99,1886.92,7.9579,12.63,scale_down
49.52,39.98,318.99,118.6,AWS,eu-west-1,m5.xlarge,4,16,0.192,451.28,438.26,122.2755,44.75,no_action
20.9,9.73,23.39,10.54,GCP,eu-west-1,t3.large,2,8,0.0928,429.31,1642.65,29.4893,15.32,no_action
50.45,61.21,499.05,97.78,GCP,ap-south-1,t3.micro,2,1,0.0116,232.53,867.66,2.5512,55.83,no_action
40.02,42.29,318.58,154.3,Azure,us-west-2,t3.micro,2,1,0.0116,84.31,350.16,3.4991,41.15,no_action
20.71,10.22,80.5,2.62,GCP,us-west-2,t3.micro,2,1,0.0116,84.01,677.89,0.6522,15.46,no_action
29.24,4.06,23.15,43.42,Azure,us-east-1,t3.large,2,8,0.0928,463.6,845.06,3.4705,16.65,no_action
31.29,53.33,104.52,246.84,AWS,eu-west-1,t3.large,2,8,0.0928,156.68,90.11,39.3495,42.31,no_action
42.39,58.38,208.6,276.06,Azure,us-west-2,c5.2xlarge,8,16,0.34,190.49,1104.24,12.7031,50.38,no_action
80.54,79.53,759.39,352.55,AWS,us-west-2,m5.xlarge,4,16,0.192,49.51,394.57,7.1716,80.04,scale_up
83.3,89.88,1370.63,755.45,AWS,us-west-2,m5.xlarge,4,16,0.192,365.13,973.94,95.9705,86.59,scale_up
66.24,60.41,161.56,87.31,Azure,us-east-1,m5.xlarge,4,16,0.192,137.75,728.54,56.5785,63.33,no_action
84.8,90.91,693.44,684.9,AWS,us-west-2,t3.medium,2,4,0.0464,133.61,1773.31,29.928,87.86,scale_up
91.2,96.25,1290.52,384.66,AWS,eu-west-1,m5.xlarge,4,16,0.192,275.06,220.13,6.4448,93.73,scale_up
42.18,33.25,497.03,89.05,AWS,us-west-2,t3.large,2,8,0.0928,494.27,1954.79,53.0589,37.71,no_action
8.68,14.03,61.94,20.56,AWS,us-east-1,t3.large,2,8,0.0928,216.61,667.27,37.7402,11.36,scale_down
78.23,72.99,1103.19,614.16,Azure,eu-west-1,c5.2xlarge,8,16,0.34,130.52,947.19,120.6711,75.61,no_action
23.74,18.07,51.16,3.05,Azure,ap-south-1,t3.micro,2,1,0.0116,147.48,195.61,8.0503,20.91,no_action
28.32,22.97,0.54,0.07,Azure,us-west-2,t3.large,2,8,0.0928,192.16,295.36,1.3196,25.65,no_action
59.75,56.09,200.43,212.61,GCP,ap-south-1,t3.medium,2,4,0.0464,110.11,252.79,23.4457,57.92,no_action
51.53,67.15,232.79,166.33,AWS,ap-south-1,t3.large,2,8,0.0928,11.77,172.38,17.3469,59.34,no_action
20.19,21.73,49.26,31.67,Azure,ap-south-1,m5.xlarge,4,16,0.192,403.74,801.79,111.4558,20.96,no_action
33.12,33.6,340.36,135.24,AWS,eu-west-1,c5.2xlarge,8,16,0.34,459.05,819.12,35.3666,33.36,no_action
23.54,29.83,60.55,15.39,AWS,ap-south-1,m5.xlarge,4,16,0.192,419.58,1232.83,80.4249,26.69,no_action
91.55,89.01,1093.46,309.75,Azure,ap-south-1,c5.2xlarge,8,16,0.34,365.75,653.83,162.9196,90.28,scale_up
77.36,94.95,1418.4,689.87,Azure,us-west-2,c5.2xlarge,8,16,0.34,56.2,810.03,178.5365,86.15,scale_up
0.41,9.68,55.44,7.41,GCP,eu-west-1,t3.large,2,8,0.0928,50.59,1632.4,59.7703,5.05,scale_down
33.83,51.95,251.99,201.78,Azure,us-east-1,m5.xlarge,4,16,0.192,197.42,488.2,13.3018,42.89,no_action
99.68,83.32,1031.87,824.17,Azure,ap-south-1,m5.xlarge,4,16,0.192,497.81,1169.6,112.3524,91.5,scale_up
52.01,64.38,336.92,223.66,AWS,eu-west-1,t3.medium,2,4,0.0464,185.51,1479.63,22.2858,58.19,no_action
26.19,15.0,73.02,30.96,AWS,ap-south-1,m5.xlarge,4,16,0.192,97.39,61.12,39.4724,20.59,no_action
6.98,6.78,55.11,26.18,Azure,us-east-1,m5.xlarge,4,16,0.192,144.72,603.17,38.548,6.88,scale_down
89.64,86.33,733.74,682.66,Azure,ap-south-1,t3.micro,2,1,0.0116,410.93,92.74,4.1662,87.99,scale_up
70.41,62.4,333.25,232.56,GCP,us-east-1,m5.xlarge,4,16,0.192,185.59,1285.52,64.5474,66.4,no_action
46.14,66.45,108.37,128.94,GCP,us-west-2,t3.micro,2,1,0.0116,33.16,1535.39,5.8675,56.3,no_action
64.03,48.17,264.91,283.68,GCP,ap-south-1,t3.micro,2,1,0.0116,129.19,249.69,4.8869,56.1,no_action
83.48,85.18,661.92,694.86,GCP,us-east-1,t3.micro,2,1,0.0116,498.89,908.96,2.9702,84.33,scale_up
74.36,30.01,345.59,204.11,AWS,eu-west-1,c5.2xlarge,8,16,0.34,231.43,799.93,111.663,52.18,no_action
72.96,36.06,290.97,200.45,GCP,eu-west-1,t3.micro,2,1,0.0116,292.96,808.91,2.8314,54.51,no_action
93.36,76.26,558.57,631.42,AWS,ap-south-1,t3.micro,2,1,0.0116,299.64,1745.11,4.8239,84.81,scale_up
33.57,52.63,463.21,149.08,Azure,ap-south-1,c5.2xlarge,8,16,0.34,151.68,295.5,37.3624,43.1,no_action
53.56,42.76,287.97,175.62,Azure,ap-south-1,t3.large,2,8,0.0928,104.38,636.87,52.8982,48.16,no_action
8.31,28.23,12.43,43.76,GCP,ap-south-1,m5.xlarge,4,16,0.192,485.62,362.54,99.8718,18.27,no_action
72.12,56.89,292.51,252.42,AWS,us-west-2,t3.large,2,8,0.0928,475.51,53.91,65.6498,64.5,no_action
